,year,electorate_id,electorate_name,party,votes,percentage
0,2020,2020_00,Auckland Central,ACT,2724,0.07515934111414618
1,2020,2020_00,Auckland Central,CON,197,0.005435532378666225
2,2020,2020_00,Auckland Central,GRN,6937,0.19140247771983557
3,2020,2020_00,Auckland Central,LAB,16751,0.4621858013961317
4,2020,2020_00,Auckland Central,MIN,445,0.01227823303810391
5,2020,2020_00,Auckland Central,NAT,7680,0.21190298816323153
6,2020,2020_00,Auckland Central,NZF,622,0.017161934718428386
7,2020,2020_00,Auckland Central,TOP,776,0.021411031095659852
8,2020,2020_00,Auckland Central,TPM,111,0.0030626603757967054
9,2020,2020_01,Banks Peninsula,ACT,3478,0.06996580164956749
10,2020,2020_01,Banks Peninsula,CON,626,0.012593039629853149
11,2020,2020_01,Banks Peninsula,GRN,7089,0.14260712130356065
12,2020,2020_01,Banks Peninsula,LAB,25091,0.5047475357071012
13,2020,2020_01,Banks Peninsula,MIN,755,0.015188090927378797
14,2020,2020_01,Banks Peninsula,NAT,10453,0.21027962180647758
15,2020,2020_01,Banks Peninsula,NZF,991,0.019935626634479984
16,2020,2020_01,Banks Peninsula,TOP,1083,0.021786360893180447
17,2020,2020_01,Banks Peninsula,TPM,144,0.002896801448400724
18,2020,2020_02,Bay of Plenty,ACT,4571,0.1008649984553599
19,2020,2020_02,Bay of Plenty,CON,972,0.021448431086985305
20,2020,2020_02,Bay of Plenty,GRN,2159,0.04764111390617415
21,2020,2020_02,Bay of Plenty,LAB,19398,0.4280418376803919
22,2020,2020_02,Bay of Plenty,MIN,1174,0.02590582108654398
23,2020,2020_02,Bay of Plenty,NAT,14758,0.32565426541330156
24,2020,2020_02,Bay of Plenty,NZF,1337,0.029502625888168058
25,2020,2020_02,Bay of Plenty,TOP,754,0.01663798049340218
26,2020,2020_02,Bay of Plenty,TPM,195,0.004302925989672977
27,2020,2020_03,Botany,ACT,2563,0.06813771101954008
28,2020,2020_03,Botany,CON,536,0.014249634454340025
29,2020,2020_03,Botany,GRN,1236,0.032859231689485575
30,2020,2020_03,Botany,LAB,17900,0.47587398644157913
31,2020,2020_03,Botany,MIN,562,0.014940848065931144
32,2020,2020_03,Botany,NAT,13970,0.37139439053569057
33,2020,2020_03,Botany,NZF,541,0.014382560148876778
34,2020,2020_03,Botany,TOP,237,0.006300677921042138
35,2020,2020_03,Botany,TPM,70,0.0018609597235145553
36,2020,2020_04,Christchurch Central,ACT,2507,0.06201914751502857
37,2020,2020_04,Christchurch Central,CON,478,0.011824951141676768
38,2020,2020_04,Christchurch Central,GRN,5168,0.12784800732256388
39,2020,2020_04,Christchurch Central,LAB,21681,0.5363530663236277
40,2020,2020_04,Christchurch Central,MIN,777,0.019221730203102194
41,2020,2020_04,Christchurch Central,NAT,7921,0.19595279914899932
42,2020,2020_04,Christchurch Central,NZF,862,0.021324493481433837
43,2020,2020_04,Christchurch Central,TOP,887,0.021942953269178438
44,2020,2020_04,Christchurch Central,TPM,142,0.003512851594389333
45,2020,2020_05,Christchurch East,ACT,2511,0.0616045142296369
46,2020,2020_05,Christchurch East,CON,827,0.020289499509322864
47,2020,2020_05,Christchurch East,GRN,3447,0.08456820412168793
48,2020,2020_05,Christchurch East,LAB,24563,0.6026251226692836
49,2020,2020_05,Christchurch East,MIN,914,0.022423945044160943
50,2020,2020_05,Christchurch East,NAT,6760,0.16584887144259078
51,2020,2020_05,Christchurch East,NZF,1015,0.02490186457311089
52,2020,2020_05,Christchurch East,TOP,582,0.014278704612365065
53,2020,2020_05,Christchurch East,TPM,141,0.003459273797841021
54,2020,2020_06,Coromandel,ACT,4602,0.09744425858089652
55,2020,2020_06,Coromandel,CON,772,0.016346581404704935
56,2020,2020_06,Coromandel,GRN,2658,0.05628136447371207
57,2020,2020_06,Coromandel,LAB,20568,0.4355135833315688
58,2020,2020_06,Coromandel,MIN,1210,0.025620937175768098
59,2020,2020_06,Coromandel,NAT,15471,0.32758803226967625
60,2020,2020_06,Coromandel,NZF,1429,0.03025811506129968
61,2020,2020_06,Coromandel,TOP,401,0.008490905626019014
62,2020,2020_06,Coromandel,TPM,116,0.0024562220763546276
63,2020,2020_07,Dunedin,ACT,2423,0.052887763565722265
64,2020,2020_07,Dunedin,CON,415,0.009058366438206662
65,2020,2020_07,Dunedin,GRN,8165,0.1782206312480901
66,2020,2020_07,Dunedin,LAB,25377,0.5539136508490854
67,2020,2020_07,Dunedin,MIN,537,0.011721307897149343
68,2020,2020_07,Dunedin,NAT,6477,0.14137599860304711
69,2020,2020_07,Dunedin,NZF,978,0.021347186449556903
70,2020,2020_07,Dunedin,TOP,1291,0.028179159208975423
71,2020,2020_07,Dunedin,TPM,151,0.003295935740166761
72,2020,2020_08,East Coast,ACT,3305,0.07779582421203776
73,2020,2020_08,East Coast,CON,463,0.010898477037873973
74,2020,2020_08,East Coast,GRN,2351,0.055339782972012336
75,2020,2020_08,East Coast,LAB,21412,0.5040133700539039
76,2020,2020_08,East Coast,MIN,1331,0.03133017913047572
77,2020,2020_08,East Coast,NAT,11452,0.26956665018948756
78,2020,2020_08,East Coast,NZF,1462,0.03441376550620248
79,2020,2020_08,East Coast,TOP,387,0.00910952616340654
80,2020,2020_08,East Coast,TPM,320,0.0075324247345997224
81,2020,2020_09,East Coast Bays,ACT,3365,0.0881005367194659
82,2020,2020_09,East Coast Bays,CON,683,0.017881921717502292
83,2020,2020_09,East Coast Bays,GRN,2353,0.06160492211022385
84,2020,2020_09,East Coast Bays,LAB,15372,0.40246105511192565
85,2020,2020_09,East Coast Bays,MIN,606,0.015865951040712135
86,2020,2020_09,East Coast Bays,NAT,14658,0.3837675088362351
87,2020,2020_09,East Coast Bays,NZF,657,0.0172012043461186
88,2020,2020_09,East Coast Bays,TOP,436,0.011415106689357246
89,2020,2020_09,East Coast Bays,TPM,65,0.0017017934284592224
90,2020,2020_10,Epsom,ACT,4355,0.10411685951993879
91,2020,2020_10,Epsom,CON,211,0.005044467820598642
92,2020,2020_10,Epsom,GRN,4596,0.10987855025341876
93,2020,2020_10,Epsom,LAB,15078,0.3604762360141532
94,2020,2020_10,Epsom,MIN,381,0.00910873099359281
95,2020,2020_10,Epsom,NAT,15668,0.3745816199674859
96,2020,2020_10,Epsom,NZF,609,0.014559625131490868
97,2020,2020_10,Epsom,TOP,822,0.019651907812948264
98,2020,2020_10,Epsom,TPM,108,0.0025820024863727645
99,2020,2020_11,Hamilton East,ACT,2744,0.06924746378640287
100,2020,2020_11,Hamilton East,CON,796,0.020087821127542524
101,2020,2020_11,Hamilton East,GRN,3171,0.08002321707969515
102,2020,2020_11,Hamilton East,LAB,19471,0.49136930298289
103,2020,2020_11,Hamilton East,MIN,672,0.016958562559935397
104,2020,2020_11,Hamilton East,NAT,10875,0.2744410235703831
105,2020,2020_11,Hamilton East,NZF,836,0.021097259375157724
106,2020,2020_11,Hamilton East,TOP,868,0.021904809973249888
107,2020,2020_11,Hamilton East,TPM,193,0.00487053954474335
108,2020,2020_12,Hamilton West,ACT,2779,0.06922061424265823
109,2020,2020_12,Hamilton West,CON,824,0.02052457219717538
110,2020,2020_12,Hamilton West,GRN,2279,0.056766383540488706
111,2020,2020_12,Hamilton West,LAB,21136,0.5264652402421103
112,2020,2020_12,Hamilton West,MIN,890,0.022168530649861757
113,2020,2020_12,Hamilton West,NAT,10161,0.2530948763294891
114,2020,2020_12,Hamilton West,NZF,1029,0.025630806785064887
115,2020,2020_12,Hamilton West,TOP,837,0.020848382195431787
116,2020,2020_12,Hamilton West,TPM,212,0.00528059381771988
117,2020,2020_65,Hauraki-Waikato,ACT,322,0.013123038676284794
118,2020,2020_65,Hauraki-Waikato,CON,100,0.004075477849777886
119,2020,2020_65,Hauraki-Waikato,GRN,1557,0.06345519012104169
120,2020,2020_65,Hauraki-Waikato,LAB,15884,0.6473489016587195
121,2020,2020_65,Hauraki-Waikato,MIN,1603,0.06532990993193952
122,2020,2020_65,Hauraki-Waikato,NAT,915,0.03729062232546766
123,2020,2020_65,Hauraki-Waikato,NZF,898,0.03659779109100542
124,2020,2020_65,Hauraki-Waikato,TOP,250,0.010188694624444716
125,2020,2020_65,Hauraki-Waikato,TPM,3008,0.12259037372131883
126,2020,2020_13,Hutt South,ACT,2568,0.056284931506849316
127,2020,2020_13,Hutt South,CON,528,0.011572602739726028
128,2020,2020_13,Hutt South,GRN,4301,0.09426849315068493
129,2020,2020_13,Hutt South,LAB,25159,0.5514301369863014
130,2020,2020_13,Hutt South,MIN,778,0.017052054794520547
131,2020,2020_13,Hutt South,NAT,10033,0.2199013698630137
132,2020,2020_13,Hutt South,NZF,1071,0.023473972602739725
133,2020,2020_13,Hutt South,TOP,986,0.02161095890410959
134,2020,2020_13,Hutt South,TPM,201,0.004405479452054794
135,2020,2020_66,Ikaroa-Rāwhiti,ACT,223,0.008775381709428617
